[2014-03-03 13:52:44,901]ERROR 38912[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:52:51,070]ERROR 45081[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:52:51,088]ERROR 45099[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:52:55,938]ERROR 49949[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:52:55,957]ERROR 49968[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:00,809]ERROR 54820[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:00,827]ERROR 54838[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:06,280]ERROR 60291[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:06,298]ERROR 60309[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:10,580]ERROR 64591[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:10,650]ERROR 64661[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:15,477]ERROR 69488[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:15,575]ERROR 69586[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:20,290]ERROR 74301[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:20,308]ERROR 74319[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:25,421]ERROR 79432[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:25,645]ERROR 79656[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:30,649]ERROR 84660[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:30,667]ERROR 84678[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:34,893]ERROR 88904[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:34,911]ERROR 88922[Thread-34-ThresholdBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:39,680]ERROR 93691[Thread-34-ThresholdBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:39,940]ERROR 93951[Thread-34-ThresholdBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:44,595]ERROR 98606[Thread-34-ThresholdBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:44,616]ERROR 98627[Thread-46-cassandraBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:49,147]ERROR103158[Thread-46-cassandraBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:49,164]ERROR103175[Thread-46-cassandraBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 13:53:54,294]ERROR108305[Thread-46-cassandraBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-03 16:08:29,749]ERROR 44108[Thread-40-AuthenticationBolt](Authentication.java:71) - Unable to connect cassandra @ Authentication :isautheroziedDevicetype
